Name,Sequence Name,Length,Direction,Document Name,Type,Source
Putative CruV Capsid Protein,Cruci_CruV_465,1563,forward,Cruci_CruV_465,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_466,978,reverse,Cruci_CruV_466,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_467,1287,reverse,Cruci_CruV_467,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_468,1437,forward,Cruci_CruV_468,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_469,1737,forward,Cruci_CruV_469,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_470,1764,forward,Cruci_CruV_470,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_472,1674,reverse,Cruci_CruV_472,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_473,1581,forward,Cruci_CruV_473,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_474,1527,reverse,Cruci_CruV_474,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_475,1581,reverse,Cruci_CruV_475,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_476,1512,reverse,Cruci_CruV_476,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_477,1377,forward,Cruci_CruV_477,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_478,1311,forward,Cruci_CruV_478,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_479,1425,forward,Cruci_CruV_479,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_480,1515,forward,Cruci_CruV_480,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_481,1479,reverse,Cruci_CruV_481,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_482,1497,reverse,Cruci_CruV_482,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_483,1179,forward,Cruci_CruV_483,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_484,1965,reverse,Cruci_CruV_484,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_485,1248,reverse,Cruci_CruV_485,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_486,1812,forward,Cruci_CruV_486,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_487,1287,forward,Cruci_CruV_487,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_488,1959,reverse,Cruci_CruV_488,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_489,1431,forward,Cruci_CruV_489,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_490,1293,forward,Cruci_CruV_490,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_491,1569,forward,Cruci_CruV_491,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_492,1299,forward,Cruci_CruV_492,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_493,1185,forward,Cruci_CruV_493,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_494,1497,reverse,Cruci_CruV_494,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_495,1755,reverse,Cruci_CruV_495,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_496,1470,reverse,Cruci_CruV_496,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_497,1254,reverse,Cruci_CruV_497,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_498,1116,reverse,Cruci_CruV_498,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_499,2187,forward,Cruci_CruV_499,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_500,1743,forward,Cruci_CruV_500,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_501,1152,forward,Cruci_CruV_501,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_502,2181,reverse,Cruci_CruV_502,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_503,1326,forward,Cruci_CruV_503,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_504,1341,forward,Cruci_CruV_504,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_505,1362,forward,Cruci_CruV_505,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_506,1362,forward,Cruci_CruV_506,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_507,1314,reverse,Cruci_CruV_507,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_508,1773,forward,Cruci_CruV_508,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_509,1152,forward,Cruci_CruV_509,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_510,1380,reverse,Cruci_CruV_510,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_511,1335,forward,Cruci_CruV_511,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_512,1479,forward,Cruci_CruV_512,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_513,1170,forward,Cruci_CruV_513,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_514,1290,reverse,Cruci_CruV_514,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_515,1380,reverse,Cruci_CruV_515,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_516,1929,forward,Cruci_CruV_516,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_517,1389,reverse,Cruci_CruV_517,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_518,1390,forward,Cruci_CruV_518,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_519,1464,forward,Cruci_CruV_519,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_520,1647,reverse,Cruci_CruV_520,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_521,1464,reverse,Cruci_CruV_521,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_522,1230,forward,Cruci_CruV_522,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_523,1341,forward,Cruci_CruV_523,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_524,1557,reverse,Cruci_CruV_524,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_525,1494,reverse,Cruci_CruV_525,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_526,1692,forward,Cruci_CruV_526,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_527,1356,reverse,Cruci_CruV_527,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_528,1356,reverse,Cruci_CruV_528,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_529,1305,reverse,Cruci_CruV_529,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_530,1470,reverse,Cruci_CruV_530,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_531,1212,reverse,Cruci_CruV_531,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_532,1668,reverse,Cruci_CruV_532,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_534,1419,forward,Cruci_CruV_534,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_535,1476,reverse,Cruci_CruV_535,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_536,1188,forward,Cruci_CruV_536,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_537,1446,forward,Cruci_CruV_537,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_538,1224,forward,Cruci_CruV_538,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_539,978,reverse,Cruci_CruV_539,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_540,1269,forward,Cruci_CruV_540,CDS,Geneious
Putative CruV Capsid Protein,Cruci_CruV_541,1713,forward,Cruci_CruV_541,CDS,Geneious
putative CP protein,Cruci_EAF_Roux2_virusbaton_c2039,1308,forward,Cruci_EAF_Roux2_virusbaton_c2039,CDS,
"Putative CP CDS (Stops at GEL, Intron)",Cruci_EAF_Carc_SvL2_c21,1419,forward,Cruci_EAF_Carc_SvL2_c21,CDS,
Putative CP CDS (Standard with intron),Cruci_EAF_Carc_SvL2_c4,1392,reverse,Cruci_EAF_Carc_SvL2_c4,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Carc_IR2_c80,1230,forward,Cruci_EAF_Carc_IR2_c80,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Carc_IR2_c90,1257,reverse,Cruci_EAF_Carc_IR2_c90,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Carc_IR2_c94,2250,forward,Cruci_EAF_Carc_IR2_c94,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Carc_IR2_c109,1482,forward,Cruci_EAF_Carc_IR2_c109,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Carc_SvL1_c113,1269,forward,Cruci_EAF_Carc_SvL1_c113,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Carc_SvL2_c108,1089,reverse,Cruci_EAF_Carc_SvL2_c108,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Colo_Milan_c248,936,forward,Cruci_EAF_Colo_Milan_c248,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Colo_Milan_c252,1236,forward,Cruci_EAF_Colo_Milan_c252,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Colo_Milan_c325,1557,forward,Cruci_EAF_Colo_Milan_c325,CDS,
Putative CP CDS (Old Database),Cruci_EAF_Colo_Milan_c403,1983,forward,Cruci_EAF_Colo_Milan_c403,CDS,
Putative CP CDS (Old Database),Cruci_ETS_Han_JilinM_c17,1212,forward,Cruci_ETS_Han_JilinM_c17,CDS,
Putative CP CDS (Old Database),Cruci_ETS_Han_JilinP_c215,1605,reverse,Cruci_ETS_Han_JilinP_c215,CDS,
Putative CP CDS (Old Database),Cruci_ETS_Han_JilinP_c249,1491,reverse,Cruci_ETS_Han_JilinP_c249,CDS,
Putative CP CDS (Old Database),Cruci_ETS_Han_JilinP_c255,1311,forward,Cruci_ETS_Han_JilinP_c255,CDS,
Putative CP CDS (Old Database),Cruci_ETS_Han_JilinP_c1058,1245,forward,Cruci_ETS_Han_JilinP_c1058,CDS,
Putative CP CDS (Old Database),Cruci_ETS_Han_Shandong_c250,1269,forward,Cruci_ETS_Han_Shandong_c250,CDS,
Putative CP CDS (Old Database),Cruci_ETS_Han_Shandong_c311,1212,forward,Cruci_ETS_Han_Shandong_c311,CDS,
Putative CP CDS (Intron),Cruci_EAF_Carc_SvL1_c39,1875,forward,Cruci_EAF_Carc_SvL1_c39,CDS,
Putative CP CDS (INtron),Cruci_EAMS_Lach_SydneyBayRB2_c109,1671,reverse,Cruci_EAMS_Lach_SydneyBayRB2_c109,CDS,
Putative CP CDS (Ciliate),Cruci_EAF_Carc_IR2_c105,1944,forward,Cruci_EAF_Carc_IR2_c105,CDS,
Putative CP CDS (Ciliate),Cruci_EAMS_Lach_SydneyBayRA1_c489,1404,forward,Cruci_EAMS_Lach_SydneyBayRA1_c489,CDS,
Putative CP CDS (Ciliate),Cruci_ETS_Han_JilinP_c689,1224,forward,Cruci_ETS_Han_JilinP_c689,CDS,
Putative CP CDS (Ciliate),Cruci_ETS_Han_JilinP_c1210,1560,forward,Cruci_ETS_Han_JilinP_c1210,CDS,
Putative CP CDS,Cruci_EAF_Carc2_limno_c2,1545,forward,Cruci_EAF_Carc2_limno_c2,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR1_c134,1737,reverse,Cruci_EAF_Carc_IR1_c134,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR1_c386,1380,reverse,Cruci_EAF_Carc_IR1_c386,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR1_c397,1800,forward,Cruci_EAF_Carc_IR1_c397,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c14,1212,reverse,Cruci_EAF_Carc_IR2_c14,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c27,1092,reverse,Cruci_EAF_Carc_IR2_c27,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c56,1374,forward,Cruci_EAF_Carc_IR2_c56,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c60,1890,reverse,Cruci_EAF_Carc_IR2_c60,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c61,1155,forward,Cruci_EAF_Carc_IR2_c61,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c103,1188,forward,Cruci_EAF_Carc_IR2_c103,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c121,1335,reverse,Cruci_EAF_Carc_IR2_c121,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c381,1920,forward,Cruci_EAF_Carc_IR2_c381,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c1026,1179,forward,Cruci_EAF_Carc_IR2_c1026,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c1240,1521,forward,Cruci_EAF_Carc_IR2_c1240,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c1314,1335,forward,Cruci_EAF_Carc_IR2_c1314,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c1388,1347,forward,Cruci_EAF_Carc_IR2_c1388,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c1394,1629,forward,Cruci_EAF_Carc_IR2_c1394,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c1610,1473,reverse,Cruci_EAF_Carc_IR2_c1610,CDS,
Putative CP CDS,Cruci_EAF_Carc_IR2_c1627,1371,reverse,Cruci_EAF_Carc_IR2_c1627,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL1_c85,1302,reverse,Cruci_EAF_Carc_SvL1_c85,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL1_c109,1293,reverse,Cruci_EAF_Carc_SvL1_c109,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL1_c112,1242,forward,Cruci_EAF_Carc_SvL1_c112,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL1_c241,1794,reverse,Cruci_EAF_Carc_SvL1_c241,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL1_c413,1641,forward,Cruci_EAF_Carc_SvL1_c413,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL2_c5,1404,forward,Cruci_EAF_Carc_SvL2_c5,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL2_c10,1503,forward,Cruci_EAF_Carc_SvL2_c10,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL2_c39,1410,forward,Cruci_EAF_Carc_SvL2_c39,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL2_c41,1446,forward,Cruci_EAF_Carc_SvL2_c41,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL2_c84,1854,forward,Cruci_EAF_Carc_SvL2_c84,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL2_c87,1425,reverse,Cruci_EAF_Carc_SvL2_c87,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL2_c91,1374,forward,Cruci_EAF_Carc_SvL2_c91,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL2_c93,1563,reverse,Cruci_EAF_Carc_SvL2_c93,CDS,
Putative CP CDS,Cruci_EAF_Carc_SvL2_c106,1374,forward,Cruci_EAF_Carc_SvL2_c106,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c148,1560,forward,Cruci_EAF_Colo_Milan_c148,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c171,1803,forward,Cruci_EAF_Colo_Milan_c171,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c191,1701,forward,Cruci_EAF_Colo_Milan_c191,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c237,1659,forward,Cruci_EAF_Colo_Milan_c237,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c268,1812,forward,Cruci_EAF_Colo_Milan_c268,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c279,1674,forward,Cruci_EAF_Colo_Milan_c279,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c301,1890,forward,Cruci_EAF_Colo_Milan_c301,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c318,1863,reverse,Cruci_EAF_Colo_Milan_c318,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c327,1749,reverse,Cruci_EAF_Colo_Milan_c327,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c345,1587,reverse,Cruci_EAF_Colo_Milan_c345,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c373,1098,forward,Cruci_EAF_Colo_Milan_c373,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c401,1674,reverse,Cruci_EAF_Colo_Milan_c401,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c441,1965,reverse,Cruci_EAF_Colo_Milan_c441,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c443,1494,forward,Cruci_EAF_Colo_Milan_c443,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c541,1521,forward,Cruci_EAF_Colo_Milan_c541,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c611,1353,reverse,Cruci_EAF_Colo_Milan_c611,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c635,1377,forward,Cruci_EAF_Colo_Milan_c635,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c642,1389,forward,Cruci_EAF_Colo_Milan_c642,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c647,1368,reverse,Cruci_EAF_Colo_Milan_c647,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c793,1413,forward,Cruci_EAF_Colo_Milan_c793,CDS,
Putative CP CDS,Cruci_EAF_Colo_Milan_c811,1392,forward,Cruci_EAF_Colo_Milan_c811,CDS,
Putative CP CDS,Cruci_EAF_Colo_pLamb_c99,1824,forward,Cruci_EAF_Colo_pLamb_c99,CDS,
Putative CP CDS,Cruci_EAF_Colo_pLamb_c115,1527,forward,Cruci_EAF_Colo_pLamb_c115,CDS,
Putative CP CDS,Cruci_EAF_Colo_pLamb_c145,1179,forward,Cruci_EAF_Colo_pLamb_c145,CDS,
Putative CP CDS,Cruci_EAF_Colo_pLamb_c169,1314,reverse,Cruci_EAF_Colo_pLamb_c169,CDS,
Putative CP CDS,Cruci_EAF_Colo_pLamb_c272,1386,reverse,Cruci_EAF_Colo_pLamb_c272,CDS,
Putative CP CDS,Cruci_EAF_Colo_pLamb_c335,1428,reverse,Cruci_EAF_Colo_pLamb_c335,CDS,
Putative CP CDS,Cruci_EAF_Colo_pLamb_c358,1308,forward,Cruci_EAF_Colo_pLamb_c358,CDS,
Putative CP CDS,Cruci_EAF_Colo_pLamb_c380,1350,forward,Cruci_EAF_Colo_pLamb_c380,CDS,
Putative CP CDS,Cruci_EAF_Colo_spring_c169,1587,forward,Cruci_EAF_Colo_spring_c169,CDS,
Putative CP CDS,Cruci_EAF_Colo_spring_c188,1539,forward,Cruci_EAF_Colo_spring_c188,CDS,
Putative CP CDS,Cruci_EAF_Colo_spring_c225,1353,forward,Cruci_EAF_Colo_spring_c225,CDS,
Putative CP CDS,Cruci_EAF_Gu_TropicPondB10115_c337,1797,forward,Cruci_EAF_Gu_TropicPondB10115_c337,CDS,
Putative CP CDS,Cruci_EAF_Gu_TropicPondB70415_c131,1701,forward,Cruci_EAF_Gu_TropicPondB70415_c131,CDS,
Putative CP CDS,Cruci_EAF_Gu_TropicPondC1b0115_c282,1395,reverse,Cruci_EAF_Gu_TropicPondC1b0115_c282,CDS,
Putative CP CDS,Cruci_EAF_Gu_TropicPondC1b0415_c187,1587,forward,Cruci_EAF_Gu_TropicPondC1b0415_c187,CDS,
Putative CP CDS,Cruci_EAF_Roux2_PavinARt80_c2434,1512,forward,Cruci_EAF_Roux2_PavinARt80_c2434,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c607,1422,forward,Cruci_EAF_Roux2_virusbaton_c607,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c1209,1836,forward,Cruci_EAF_Roux2_virusbaton_c1209,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c1470,1335,forward,Cruci_EAF_Roux2_virusbaton_c1470,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c1478,1293,forward,Cruci_EAF_Roux2_virusbaton_c1478,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c1605,1416,forward,Cruci_EAF_Roux2_virusbaton_c1605,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c1721,1347,reverse,Cruci_EAF_Roux2_virusbaton_c1721,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c1862,1605,forward,Cruci_EAF_Roux2_virusbaton_c1862,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c1896,1323,forward,Cruci_EAF_Roux2_virusbaton_c1896,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c2005,1284,forward,Cruci_EAF_Roux2_virusbaton_c2005,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c2015,1293,reverse,Cruci_EAF_Roux2_virusbaton_c2015,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c2069,1263,forward,Cruci_EAF_Roux2_virusbaton_c2069,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c2201,1383,reverse,Cruci_EAF_Roux2_virusbaton_c2201,CDS,
Putative CP CDS,Cruci_EAF_Roux2_virusbaton_c2217,1344,forward,Cruci_EAF_Roux2_virusbaton_c2217,CDS,
Putative CP CDS,Cruci_EAFS_DIC_dic31_c277,1260,forward,Cruci_EAFS_DIC_dic31_c277,CDS,
Putative CP CDS,Cruci_EAM_Mizu_SRR926399_c2613,1560,forward,Cruci_EAM_Mizu_SRR926399_c2613,CDS,
Putative CP CDS,Cruci_EAM_Mizu_SRR926399_c2775,1497,forward,Cruci_EAM_Mizu_SRR926399_c2775,CDS,
Putative CP CDS,Cruci_EAM_Mizu_SRR926399_c4444,1242,forward,Cruci_EAM_Mizu_SRR926399_c4444,CDS,
Putative CP CDS,Cruci_EAM_Yise2_OLB_c210,1701,reverse,Cruci_EAM_Yise2_OLB_c210,CDS,
Putative CP CDS,Cruci_EAM_Yise2_SCH_c94,1317,reverse,Cruci_EAM_Yise2_SCH_c94,CDS,
Putative CP CDS,Cruci_EAM_Yise2_SGB_c297,1413,reverse,Cruci_EAM_Yise2_SGB_c297,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayCA1_c1508,1386,reverse,Cruci_EAMS_Lach_SydneyBayCA1_c1508,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayCB1_c652,1317,forward,Cruci_EAMS_Lach_SydneyBayCB1_c652,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayCB1_c661,1503,reverse,Cruci_EAMS_Lach_SydneyBayCB1_c661,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayCB2_c1430,1503,forward,Cruci_EAMS_Lach_SydneyBayCB2_c1430,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayRA1_c185,969,reverse,Cruci_EAMS_Lach_SydneyBayRA1_c185,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayRA1_c381,1668,forward,Cruci_EAMS_Lach_SydneyBayRA1_c381,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayRA1_c418,1560,forward,Cruci_EAMS_Lach_SydneyBayRA1_c418,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayRA1_c572,1269,forward,Cruci_EAMS_Lach_SydneyBayRA1_c572,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayRA2_c348,1581,forward,Cruci_EAMS_Lach_SydneyBayRA2_c348,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayRA2_c953,1560,forward,Cruci_EAMS_Lach_SydneyBayRA2_c953,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayRA2_c1022,1314,reverse,Cruci_EAMS_Lach_SydneyBayRA2_c1022,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayRA2_c1475,1230,reverse,Cruci_EAMS_Lach_SydneyBayRA2_c1475,CDS,
Putative CP CDS,Cruci_EAMS_Lach_SydneyBayRB2_c184,1602,forward,Cruci_EAMS_Lach_SydneyBayRB2_c184,CDS,
Putative CP CDS,Cruci_ETP_Quai_68VirtouFn0611_c39,1320,forward,Cruci_ETP_Quai_68VirtouFn0611_c39,CDS,
Putative CP CDS,Cruci_ETP_Quai_79VirtouFn0312_c21,1470,forward,Cruci_ETP_Quai_79VirtouFn0312_c21,CDS,
Putative CP CDS,Cruci_ETS_Han_Hunan_c277,1371,forward,Cruci_ETS_Han_Hunan_c277,CDS,
Putative CP CDS,Cruci_ETS_Han_Hunan_c285,1422,forward,Cruci_ETS_Han_Hunan_c285,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c162,1521,reverse,Cruci_ETS_Han_JiangsuP_c162,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c167,1413,reverse,Cruci_ETS_Han_JiangsuP_c167,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c171,1746,reverse,Cruci_ETS_Han_JiangsuP_c171,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c174,1311,forward,Cruci_ETS_Han_JiangsuP_c174,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c191,1497,forward,Cruci_ETS_Han_JiangsuP_c191,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c195,1422,forward,Cruci_ETS_Han_JiangsuP_c195,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c203,1413,forward,Cruci_ETS_Han_JiangsuP_c203,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c207,1290,forward,Cruci_ETS_Han_JiangsuP_c207,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c217,1377,forward,Cruci_ETS_Han_JiangsuP_c217,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c243,1320,reverse,Cruci_ETS_Han_JiangsuP_c243,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c257,1398,reverse,Cruci_ETS_Han_JiangsuP_c257,CDS,
Putative CP CDS,Cruci_ETS_Han_JiangsuP_c261,1338,reverse,Cruci_ETS_Han_JiangsuP_c261,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinM_c8,1344,forward,Cruci_ETS_Han_JilinM_c8,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinM_c93,1788,reverse,Cruci_ETS_Han_JilinM_c93,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinM_c94,1257,forward,Cruci_ETS_Han_JilinM_c94,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinM_c99,1776,forward,Cruci_ETS_Han_JilinM_c99,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinM_c123,1329,forward,Cruci_ETS_Han_JilinM_c123,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinM_c145,1344,forward,Cruci_ETS_Han_JilinM_c145,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinM_c156,1335,reverse,Cruci_ETS_Han_JilinM_c156,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinM_c164,1380,reverse,Cruci_ETS_Han_JilinM_c164,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinM_c198,1326,forward,Cruci_ETS_Han_JilinM_c198,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinP_c150,1299,reverse,Cruci_ETS_Han_JilinP_c150,CDS,
Putative CP CDS,Cruci_ETS_Han_JilinP_c152,1236,reverse,Cruci_ETS_Han_JilinP_c152,CDS,
